Subject,Filename,Page,Rule ID,Type,Issue,Message,Suggestions,Highlighted Context,Pass Code
Geography,gcse-geography---unit-3-our-dynamic-and-diverse-world.md,36,EN_MULTITOKEN_SPELLING_TWO,misspelling,Milankovitch Cycles,Possible spelling mistake found.,Milankovitch cycles,...ward one mark for naming the process: • **Milankovitch Cycles** • sunspots • volcanic eruptions. Award ...,LT
Geography,gcse-geography---unit-3-our-dynamic-and-diverse-world.md,36,EN_MULTITOKEN_SPELLING_TWO,misspelling,Milankovitch Cycles,Possible spelling mistake found.,Milankovitch cycles,...h point up to a maximum of three marks: **Milankovitch Cycles** • Long term changes to the Earth's orbi...,LT
Geography,gcse-geography---unit-3-our-dynamic-and-diverse-world.md,36,EN_SPECIFIC_CASE,misspelling,northern hemisphere,"If the term is a proper noun, use initial capitals.",Northern Hemisphere,...e. • Currently perihelion is during the **northern hemisphere** winter and so ice and snow generally on...,LT
Geography,gcse-geography---unit-3-our-dynamic-and-diverse-world.md,37,THE_THEY,grammar,the,"Did you mean “they”, “that” or “there”?","they, that, there",...impacts will vary on a much finer scale **the** can be shown in a global map with a han...,LT
Geography,gcse-geography---unit-3-our-dynamic-and-diverse-world.md,37,AGREEMENT_SENT_START,grammar,are,Possible agreement error.,is,...than one country. • The type of impacts **are** not clear. • No year is given on the ma...,LT
Geography,gcse-geography---unit-3-our-dynamic-and-diverse-world.md,37,MORFOLOGIK_RULE_EN_GB,misspelling,symbolsso,Possible spelling mistake found.,symbols so,...shown in a global map with a handful of **symbolsso** it is not clear exactly where the impac...,LT
Geography,gcse-geography---unit-3-our-dynamic-and-diverse-world.md,37,AGREEMENT_SENT_START,grammar,are,Possible agreement error.,is,...impacts are felt. • The type of impacts **are** not clear as some impacts can be positi...,LT
Geography,gcse-geography---unit-3-our-dynamic-and-diverse-world.md,39,EN_COMPOUNDS_LOW_LYING,misspelling,low lying,This word is normally spelled with a hyphen.,low-lying,... include:  - Rising sea levels flooding **low lying** coastal land and beaches. - Contaminati...,LT
Geography,gcse-geography---unit-3-our-dynamic-and-diverse-world.md,39,MORFOLOGIK_RULE_EN_GB,misspelling,&amp,Possible spelling mistake found.,"camp, lamp, ramp (+10 more)",...a for good. - Construction of new homes **&amp**; infrastructure to replace areas at ris...,LT
Geography,gcse-geography---unit-3-our-dynamic-and-diverse-world.md,39,EN_COMPOUNDS_WELL_STRUCTURED,misspelling,well structured,This word is normally spelled with a hyphen.,well-structured,"...onse that has purpose, is organised and **well structured**. | |      2 | 3-4 marks A good explanat...",LT
Geography,gcse-geography---unit-3-our-dynamic-and-diverse-world.md,41,EN_COMPOUNDS_WELL_STRUCTURED,misspelling,well structured,This word is normally spelled with a hyphen.,well-structured,"...onse that has purpose, is organised and **well structured**. | |      3 | 5-6 marks A good evaluati...",LT
Geography,gcse-geography---unit-3-our-dynamic-and-diverse-world.md,41,EN_COMPOUNDS_ONE_SIDED,misspelling,one sided,This word is normally spelled with a hyphen.,one-sided,... local management of climate change • a **one sided** approach • no use of examples • a lack ...,LT
Geography,gcse-geography---unit-3-our-dynamic-and-diverse-world.md,43,MORFOLOGIK_RULE_EN_GB,misspelling,wate,Possible spelling mistake found.,"late, water, date (+35 more)",...om companies that have little packaging **wate** that can't be properly recycled/compost...,LT
Geography,gcse-geography---unit-3-our-dynamic-and-diverse-world.md,44,EN_COMPOUNDS_WELL_STRUCTURED,misspelling,well structured,This word is normally spelled with a hyphen.,well-structured,"...onse that has purpose, is organised and **well structured**.                                       ...",LT
Geography,overview-of-consultation-findings.md,2,MORFOLOGIK_RULE_EN_GB,misspelling,GCSEArt,Possible spelling mistake found.,GCSE Art,...                                    | | **GCSEArt** and Design................................,LT
Geography,overview-of-consultation-findings.md,6,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...greater detail with Qualifications Wales** and** we will also be discussing the issue wi...,LT
Geography,overview-of-consultation-findings.md,7,ALL_OF_THE,style,all of the,Consider removing “of” to be more concise,all the,...ications will provide stakeholders with **all of the** information they require in due course....,LT
Geography,overview-of-consultation-findings.md,10,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...hat the content is teachable in the time** and** we will strengthen our focus on reviewi...,LT
Geography,overview-of-consultation-findings.md,11,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",... balance of physical and human geography** and** we have updated the possible areas to b...,LT
Geography,overview-of-consultation-findings.md,11,ENGLISH_WORD_REPEAT_RULE,duplication,that that,Possible typo: you repeated a word.,that,...ts generally agreed or partially agreed **that that** the proposed assessment approach is app...,LT
Geography,overview-of-consultation-findings.md,13,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...sed concern that the weighting was heavy** and** it would impact on teacher workload. We...,LT
Geography,overview-of-consultation-findings.md,14,WHETHER,style,whether or not,"Consider shortening this phrase to just ‘whether’, unless you mean ‘regardless of whether’.",whether,...dual learners or groups of learners and **whether or not** the teacher performs the control elemen...,LT
Geography,overview-of-consultation-findings.md,16,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...r for this unit is aware of the concerns** and** we will aim to include writing that rep...,LT
Geography,overview-of-consultation-findings.md,18,EN_COMPOUNDS_TIME_CONSUMING,misspelling,time consuming,This word is normally spelled with a hyphen.,time-consuming,...ondents conveying that oracy tasks were **time consuming** and difficult to administer. As a direc...,LT
Geography,overview-of-consultation-findings.md,18,IN_OR_WITH_REGARDS_TO_OF,misspelling,with regards to,"Although “with regards to” is sometimes used in casual speech, it is typically considered a nonstandard phrase.","in regard to, with regard to, regarding",...t is clearly on 'Continuity and change' **with regards to** both language and ideas. There will now...,LT
Geography,overview-of-consultation-findings.md,19,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",... are supported by this new qualification** and** we will work to ensure that this is the...,LT
Geography,wjec-gcse-geography-specification.md,9,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,... and consequences of physical and human **inter-relationships** and interdependence which characterise ...,LT
Geography,wjec-gcse-geography-specification.md,9,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,...ale - process - continuity and change - **inter-relationships** - diversity - environment - interpretat...,LT
Geography,wjec-gcse-geography-specification.md,9,EN_COMPOUNDS_INTER_RELATIONSHIP,misspelling,inter-relationship,This word is normally spelled as one.,interrelationship,... concepts together due to their natural **inter-relationship**.    {10}-------------------------------...,LT
Geography,wjec-gcse-geography-specification.md,12,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"... scale, process, continuity and change, **inter-relationships** and environment. | In this topic learne...",LT
Geography,wjec-gcse-geography-specification.md,12,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"... scale, process, continuity and change, **inter-relationships** and environment. | | Section           ...",LT
Geography,wjec-gcse-geography-specification.md,14,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"... scale, process, continuity and change, **inter-relationships** and environment. | In this unit learner...",LT
Geography,wjec-gcse-geography-specification.md,14,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"... scale, process, continuity and change, **inter-relationships** and environment. | | Section           ...",LT
Geography,wjec-gcse-geography-specification.md,18,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"...s topic will cover the concepts change, **inter-relationships**, Section | knowledge, understanding and...",LT
Geography,wjec-gcse-geography-specification.md,19,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"... scale, process, continuity and change, **inter-relationships**, diversity and environment. | In this t...",LT
Geography,wjec-gcse-geography-specification.md,19,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"... scale, process, continuity and change, **inter-relationships**, diversity and environment. | | Section...",LT
Geography,wjec-gcse-geography-specification.md,21,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"...ata concepts of place and space, scale, **inter-relationships** and Amplification                      ...",LT
Geography,wjec-gcse-geography-specification.md,22,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"...topic will cover the concepts of scale, **inter-relationships** and interpretation. | In this topic lea...",LT
Geography,wjec-gcse-geography-specification.md,22,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"...topic will cover the concepts of scale, **inter-relationships** and interpretation. | | Section        ...",LT
Geography,wjec-gcse-geography-specification.md,23,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"... cover the concepts of place and space, **inter-relationships**, environment and interpretation. | In t...",LT
Geography,wjec-gcse-geography-specification.md,23,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"... cover the concepts of place and space, **inter-relationships**, environment and interpretation. | | Se...",LT
Geography,wjec-gcse-geography-specification.md,23,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"... scale, process, continuity and change, **inter-relationships**, diversity, environment and interpretat...",LT
Geography,wjec-gcse-geography-specification.md,23,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"... scale, process, continuity and change, **inter-relationships**, diversity, environment and interpretat...",LT
Geography,wjec-gcse-geography-specification.md,23,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,...ersity • environment • interpretation • **inter-relationships** • place and space • process • scale. | ...,LT
Geography,wjec-gcse-geography-specification.md,24,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"...topic will cover the concepts of scale, **inter-relationships** and interpretation. | In this topic lea...",LT
Geography,wjec-gcse-geography-specification.md,24,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"...topic will cover the concepts of scale, **inter-relationships** and interpretation. | | Section        ...",LT
Geography,wjec-gcse-geography-specification.md,25,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"... scale, process, continuity and change, **inter-relationships**, diversity, environment and interpretat...",LT
Geography,wjec-gcse-geography-specification.md,25,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"... scale, process, continuity and change, **inter-relationships**, diversity, environment and interpretat...",LT
Geography,wjec-gcse-geography-specification.md,26,MORFOLOGIK_RULE_EN_GB,misspelling,i ndustrialisation,Possible spelling mistake found.,industrialisation,"...ervices • demographic characteristics • **i ndustrialisation** • location, landscape and resources • t...",LT
Geography,wjec-gcse-geography-specification.md,28,EN_COMPOUNDS_SUB_TROPICAL,misspelling,sub-tropical,This word is normally spelled as one.,subtropical,... convectional rainfall • high pressure (**sub-tropical** high) where the Hadley and Ferrel cells...,LT
Geography,wjec-gcse-geography-specification.md,31,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter- relationships,This word is normally spelled as one.,interrelationships,"... scale, process, continuity and change, **inter- relationships**, diversity, environment and interpretat...",LT
Geography,wjec-gcse-geography-specification.md,31,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter- relationships,This word is normally spelled as one.,interrelationships,"... scale, process, continuity and change, **inter- relationships**, diversity, environment and interpretat...",LT
Geography,wjec-gcse-geography-specification.md,33,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"... scale, process, continuity and change, **inter-relationships**, diversity, environment and interpretat...",LT
Geography,wjec-gcse-geography-specification.md,33,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"... scale, process, continuity and change, **inter-relationships**, diversity, environment and interpretat...",LT
Geography,wjec-gcse-geography-specification.md,34,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"... cover the concepts of place and space, **inter-relationships**, environment and interpretation. | In t...",LT
Geography,wjec-gcse-geography-specification.md,34,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"... cover the concepts of place and space, **inter-relationships**, environment and interpretation.       ...",LT
Geography,wjec-gcse-geography-specification.md,35,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"...pts of place and space, scale, process, **inter-relationships**, diversity, environment and interpretat...",LT
Geography,wjec-gcse-geography-specification.md,35,EN_COMPOUNDS_INTER_RELATIONSHIPS,misspelling,inter-relationships,This word is normally spelled as one.,interrelationships,"...pts of place and space, scale, process, **inter-relationships**, diversity, environment and interpretat...",LT
Geography,wjec-gcse-geography-specification.md,37,EN_WORD_COHERENCY,uncategorized,judgements,Do not mix variants of the same word (‘judgement’ and ‘judgment’) within a single text.,judgments,"...xts  ## AO3  Analyse, evaluate, or make **judgements** from a variety of sources, synthesising...",LT
Geography,wjec-gcse-geography-specification.md,41,CD_TH,typographical,31 st,Did you mean “31st”?,31st,...(i.e. candidates who are 16 or under on **31 st**  August in the academic year in which t...,LT
Geography,wjec-gcse-geography-specification.md,41,CD_TH,typographical,1 st,Did you mean “1st”?,1st,... (i.e. candidates who are 16 or over on **1 st**  September in the academic year in whic...,LT
Geography,wjec-gcse-geography-specification.md,43,EN_SPLIT_WORDS_HYPHEN,misspelling,Work- Related,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"Work-Related, Work - Related",...                        | | Careers and **Work- Related** Experiences                            ...,LT
Geography,wjec-gcse-geography-specification.md,46,EN_COMPOUNDS_INTER_QUARTILE,misspelling,inter- quartile,This word is normally spelled as one.,interquartile,"...   | Median, mean, range, quartiles and **inter- quartile** range, mode and modal class.           ...",LT
Geography,wjec-gcse-geography-specification.md,47,CROSS_COMPOUNDS,grammar,cross sections,The word “cross-sections” is spelled with a hyphen.,cross-sections,...                      | | 3.2 Interpret **cross sections** and transects.                         ...,LT
Geography,wjec-gcse-geography-specification.md,47,CROSS_COMPOUNDS,grammar,cross sections,The word “cross-sections” is spelled with a hyphen.,cross-sections,"...                            | Interpret **cross sections** (for example, that show relief) and tra...",LT
Geography,wjec-gcse-geography-specification.md,47,EN_COMPOUNDS_GEO_SPATIAL,misspelling,geo-spatial,This word is normally spelled as one.,geospatial,...         | | 3.4 Describe and interpret **geo-spatial** data presented in a GIS framework.     ...,LT
Geography,wjec-gcse-geography-specification.md,47,EN_COMPOUNDS_SCREEN_SHOT,misspelling,screen shot,This word is normally spelled as one.,screenshot,"...own on a digital image, photograph or a **screen shot** from a GIS (for example, Office of Nati...",LT
Geography,wjec-gcse-geography-unit-2-external-nea-handbook.md,5,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,...cess evidence they have been developing **outside of** supervised activities.  ## Authenticati...,LT
Geography,wjec-gcse-geography-unit-2-external-nea-handbook.md,6,MORFOLOGIK_RULE_EN_GB,misspelling,ttached,Possible spelling mistake found.,"attached, staked","...n form , which must also be digitally a **ttached** to the candidate's work alongside the c...",LT
Geography,wjec-gcse-geography-unit-2-external-nea-handbook.md,7,MORFOLOGIK_RULE_EN_GB,misspelling,sixstage,Possible spelling mistake found.,six stage,...rtake a fieldwork enquiry following the **sixstage** enquiry process.  Tasks are not intende...,LT
Geography,wjec-gcse-geography-unit-2-external-nea-handbook.md,7,CD_TH,typographical,5 th,Did you mean “5th”?,5th,...ission deadline for Unit 2 work will be **5 th**  February in the year allocated to each...,LT
Geography,wjec-gcse-geography-unit-2-external-nea-handbook.md,17,COMMA_COMPOUND_SENTENCE_2,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",...s to the enquiry question/s are provided** but** reasoning may lack clarity. | Clear jus...,LT
Geography,wjec-gcse-geography-unit-2-external-nea-handbook.md,21,EN_COMPOUNDS_WELL_ORGANISED,misspelling,well organised,This word is normally spelled with a hyphen.,well-organised,"...nication - the response has purpose, is **well organised** and well structured. |    {22}---------...",LT
Geography,wjec-gcse-geography-unit-2-external-nea-handbook.md,21,EN_COMPOUNDS_WELL_STRUCTURED,misspelling,well structured,This word is normally spelled with a hyphen.,well-structured,"...onse has purpose, is well organised and **well structured**. |    {22}-----------------------------...",LT
Geography,wjec-gcse-geography-unit-2-external-nea-handbook.md,26,COMMA_COMPOUND_SENTENCE_2,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",...hniques have been selected and completed** but** there are some errors. Most of the data...,LT
Geography,wjec-gcse-geography-unit-2-external-nea-handbook.md,30,EN_COMPOUNDS_WELL_ORGANISED,misspelling,well organised,This word is normally spelled with a hyphen.,well-organised,"...nication - the response has purpose, is **well organised** and well structured. | |      3 | 5-6 m...",LT
Geography,wjec-gcse-geography-unit-2-external-nea-handbook.md,30,EN_COMPOUNDS_WELL_STRUCTURED,misspelling,well structured,This word is normally spelled with a hyphen.,well-structured,"...onse has purpose, is well organised and **well structured**. | |      3 | 5-6 marks A good evaluati...",LT
Geography,wjec-gcse-geography-unit-4-internal-nea-handbook.md,5,OUTSIDE_OF,style,outside of,This phrase is redundant. Consider using “outside”.,outside,...cess evidence they have been developing **outside of** supervised activities.  ## Authenticati...,LT
Geography,wjec-gcse-geography-unit-4-internal-nea-handbook.md,7,CD_TH,typographical,5 th,Did you mean “5th”?,5th,...t 4 marks and samples via IAMIS will be **5 th**  May in the year of award. The moderati...,LT
Geography,wjec-gcse-geography-unit-4-internal-nea-handbook.md,13,EN_COMPOUNDS_WELL_STRUCTURED,misspelling,well structured,This word is normally spelled with a hyphen.,well-structured,... basic. | The response is organised and **well structured**. Communication is clear and logical. | ...,LT
Geography,wjec-gcse-geography-unit-4-internal-nea-handbook.md,20,EN_COMPOUNDS_WELL_STRUCTURED,misspelling,well structured,This word is normally spelled with a hyphen.,well-structured,... a clear response that is organised and **well structured**. | | 2                                 ...,LT
German,gcse-german---delivery-guide.md,4,POSSESSIVE_APOSTROPHE,typographical,languages,An apostrophe may be missing.,"languages', language's","...it guides.  As this is an international **languages** qualification, it carries over many oth...",LT
German,gcse-german---delivery-guide.md,5,ALL_OF_THE,style,all of the,Consider removing “of” to be more concise,all the,...xample topics that could be used within **all of the** three broad themes.  It is important fo...,LT
German,gcse-german---delivery-guide.md,5,NEITHER_NOR_SUPERFLUOUS_COMMA,uncategorized,",","There appears to be an unneeded comma here. “Neither...nor” is a correlative conjunction, so a comma should not separate the pair.",,"... examples given are neither prescriptive**,** nor exhaustive and teachers can and sho...",LT
German,gcse-german---delivery-guide.md,8,TO_NON_BASE,grammar,centres,"The verb after “to” should be in the base form as part of the to-infinitive. A verb can take many forms, but the base form is always used in the to-infinitive.",centre,...aterials.  The task will be released to **centres** each year in March prior to the summer ...,LT
German,gcse-german---delivery-guide.md,17,COPYRIGHT,typographical,(c),Would you like to use the symbol “©” instead?,©,...ection 2  Tick ( ✓ ) the correct box  - **(c)** On Saturday afternoon I …  Award one ma...,LT
German,gcse-german---faqs.md,2,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...ilable online in the summer term of 2025** and** we will provide more information on the...,LT
German,gcse-german---faqs.md,2,ENGLISH_WORD_REPEAT_RULE,duplication,to to,Possible typo: you repeated a word.,to,...ummary. The task will be generic enough **to to** allow the assessment of candidates' und...,LT
German,gcse-german---faqs.md,2,PIN_NUMBER,style,ISBN numbers,This phrase is redundant (‘N’ stands for ‘number’). Consider using “ISBNs”.,ISBNs,...or their learners to study.  ## Q: Will **ISBN numbers** of the suggested works be provided?  A:...,LT
German,gcse-german---faqs.md,2,PIN_NUMBER,style,ISBN numbers,This phrase is redundant (‘N’ stands for ‘number’). Consider using “ISBNs”.,ISBNs,... works be provided?  A: We will provide **ISBN numbers** for all suggested works at the 'Prepari...,LT
German,gcse-german---faqs.md,3,EN_UNPAIRED_QUOTES,typographical,',Unpaired symbol: ‘'’ seems to be missing,,"...band 5, 17-20 marks are available where **'**consistently relevant information is con...",LT
German,gcse-german---guidance-for-teaching-unit-1.md,11,DOUBLE_PUNCTUATION,typographical,",,",Two consecutive commas,",","... information (prompted, for example, by **,,** Warum ?' or ,, Warum nicht ').Where pos...",LT
German,gcse-german---guidance-for-teaching-unit-1.md,11,DOUBLE_PUNCTUATION,typographical,",,",Two consecutive commas,",","...rompted, for example, by ,, Warum ?' or **,,** Warum nicht ').Where possible, more ope...",LT
German,gcse-german---guidance-for-teaching-unit-1.md,11,DOUBLE_PUNCTUATION,typographical,",",Two consecutive commas,",","... openers for extended answers could be ,** ,**Beschreib ... ' or ,, Was denkst du über...",LT
German,gcse-german---guidance-for-teaching-unit-1.md,11,DOUBLE_PUNCTUATION,typographical,",,",Two consecutive commas,",","... answers could be , ,Beschreib ... ' or **,,** Was denkst du über... ? ' for example. ...",LT
German,gcse-german---guidance-for-teaching-unit-1.md,14,COMMA_COMPOUND_SENTENCE_2,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",...and role play is approximately 2 minutes** but** this will depend on each candidate. The...,LT
German,gcse-german---guidance-for-teaching-unit-1.md,20,EN_SPLIT_WORDS_HYPHEN,misspelling,whole- class,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"whole-class, whole - class",... Kahoot and Blooket can also be used as **whole- class** vocabulary learning activities for spec...,LT
German,gcse-german---guidance-for-teaching-unit-1.md,20,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",... can use the du and Sie forms of address** and** they should have opportunities in role ...,LT
German,gcse-german---guidance-for-teaching-unit-1.md,20,DOUBLE_PUNCTUATION,typographical,..,Two consecutive dots,"., …","... for example , es gibt kein/keinen/keine**..**ich habe keinen/keine/kein... Opinion ph...",LT
German,gcse-german---guidance-for-teaching-unit-1.md,22,ASK_TO,grammar,ask to,This looks like a collocation error. You do not need a preposition after “ask”.,ask,... formulate a follow-up question each to **ask to** their peers who are presenting to the c...,LT
German,gcse-german---guidance-for-teaching-unit-1.md,22,COMMA_COMPOUND_SENTENCE,uncategorized,and,Use a comma before ‘and’ if it connects two independent clauses (unless they are closely connected and short).,", and",...ons for such activities would be crucial** and** it would be important to highlight that...,LT
German,gcse-german---guidance-for-teaching-unit-1.md,22,EN_SPLIT_WORDS_HYPHEN,misspelling,audio- record,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"audio-record, audio - record",...nticity of such activities you may wish **audio- record** the interviews as podcasts or TikTok vi...,LT
German,gcse-german---guidance-for-teaching-unit-1.md,24,ROLE_PLAY_HYPHEN,grammar,role play,Did you mean the verb “role-play” (spelled with a hyphen)?,role-play,...ns on characters and themes. They could **role play** one of the characters and record an int...,LT
German,gcse-german---guidance-for-teaching-unit-1.md,27,MISSING_HYPHEN,uncategorized,German speaking,Did you mean the adjective “German-speaking”?,German-speaking,"...rman language and different cultures in **German speaking** countries, as well as gaining an unders...",LT
German,gcse-german---guidance-for-teaching-unit-1.md,27,EN_SPLIT_WORDS_HYPHEN,misspelling,German- speaking,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"German-speaking, German - speaking",... a short presentation on recycling in a **German- speaking** country and compare this with their own...,LT
German,gcse-german---guidance-for-teaching-unit-1.md,27,MISSING_HYPHEN,uncategorized,German speaking,Did you mean the adjective “German-speaking”?,German-speaking,...d compare this to a region or town in a **German speaking** country. They could consider aspects su...,LT
German,gcse-german---guidance-for-teaching-unit-1.md,31,EN_SPLIT_WORDS_HYPHEN,misspelling,German- speaking,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"German-speaking, German - speaking","...ine discussions with school pupils in a **German- speaking** country using Microsoft Teams, Zoom, or...",LT
German,gcse-german---guidance-for-teaching-unit-1.md,31,CHAT_GPT,uncategorized,Chat GPT,“ChatGPT” (= Artificial Intelligence) is spelled as one word.,ChatGPT,"...nva, PowerPoint, voki, Adobe Creative). **Chat GPT** with the introduction of audio could al...",LT
German,gcse-german---guidance-for-teaching-unit-1.md,33,EN_SPLIT_WORDS_HYPHEN,misspelling,cross- checking,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"cross-checking, cross - checking",... the accuracy of their pronunciation by **cross- checking** with sound-spelling correspondence rule...,LT
German,gcse-german---guidance-for-teaching-unit-1.md,33,EN_SPLIT_WORDS_HYPHEN,misspelling,sound- spelling,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"sound-spelling, sound - spelling",...ence rules. Learners could identify any **sound- spelling** correspondence rules which they need to...,LT
German,gcse-german---guidance-for-teaching-unit-1.md,34,ADVERB_WORD_ORDER,style,do usually,The adverb ‘usually’ is usually put before the verb ‘do’.,usually do,...ite and perform a dialogue on what they **do usually** at the weekend in the present tense. Th...,LT
German,gcse-german---guidance-for-teaching-unit-2.md,6,EN_SPLIT_WORDS_HYPHEN,misspelling,Non- examination,This word seems to contain an unnecessary hyphen.,Nonexamination,...Unit 2       | Reading and Writing    | **Non- examination** assessment | 15%         | | Unit 3    ...,LT
German,gcse-german---guidance-for-teaching-unit-2.md,9,AGREEMENT_SENT_START,grammar,is,You should probably use: “are”.,are,...rd of the date on which the assessments **is** conducted including the name of the wor...,LT
German,gcse-german---guidance-for-teaching-unit-2.md,12,EN_SPLIT_WORDS_HYPHEN,misspelling,German- speaking,This word seems to be formatted incorrectly. Consider fixing the spacing or removing the hyphen completely.,"German-speaking, German - speaking",...g of aspects of culture and language in **German- speaking** countries. • To develop their written l...,LT
German,gcse-german---guidance-for-teaching-unit-2.md,13,UNLIKELY_OPENING_PUNCTUATION,uncategorized,",",Loose punctuation mark.,,"...'wenn ich die Wahl hätte, würde ich...' **,** das ist das interessanteste Buch, das i...",LT
German,gcse-german---guidance-for-teaching-unit-2.md,14,EN_COMPOUNDS_SUB_HEADINGS,misspelling,sub-headings,This word is normally spelled as one.,subheadings,...ividual notes can include the following **sub-headings** to provide opportunity to introduce and...,LT
German,gcse-german---guidance-for-teaching-unit-2.md,17,COMMA_COMPOUND_SENTENCE_2,uncategorized,but,Use a comma before ‘but’ if it connects two independent clauses (unless they are closely connected and short).,", but",... word process their responses for Unit 2** but** this is not compulsory. • Learners coul...,LT
German,gcse-german---guidance-for-teaching-unit-2.md,19,MISSING_HYPHEN,uncategorized,German speaking,Did you mean the adjective “German-speaking”?,German-speaking,...he diverse cultures within Germany or a **German speaking** country. It is a fundamental right of a...,LT
German,gcse-german---guidance-for-teaching-unit-2.md,19,MISSING_COMMA_AFTER_INTRODUCTORY_PHRASE,uncategorized,teaching,A comma is probably missing here.,"teaching,","..., stereotypes, beliefs, racism, etc. In **teaching** it may be important for teachers to hig...",LT
